C,-2.5098623781,4.4525282335,3.495E-07
C,-1.4798737287,3.3455309512,4.113E-07
H,-2.2298125627,5.238113378,0.7081303129
H,-3.4916032873,4.0640993967,0.2869289577
H,-2.5936542732,4.8995823435,-0.9950581937
H,-1.3960817681,2.8984769039,0.9950589772
H,-0.4981328385,3.7339597703,-0.2869282858
H,-1.7599235903,2.559945762,-0.7081294842
