C,-4.0433937932,1.1583074246,0
C,-4.4865470843,-0.1642486202,0
C,-3.5627565657,-1.2093085937,0
C,-2.1958127935,-0.9318124877,0
C,-1.752659483,0.3907435294,0
C,-2.6764499894,1.4358035342,0
H,-4.7631329873,1.9725295006,0
H,-5.5515537125,-0.3804499857,0
H,-3.9080238227,-2.2397321033,0
H,-1.4760736252,-1.7460345712,0
H,-2.3311826823,2.466227038,0
H,-0.6876528101,0.6069446697,0
